Alloy formula,Al,Cr,Hf,Mo,Nb,Si,Ta,Ti,V,W,Zr,Temperature (C),time (h),specific mass gain (mg/cm2),source
Cr-31Nb,0.0,69.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,3,2.13,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-18.5Nb,0.0,81.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1100,3,4.38,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-31Ta,0.0,69.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,3,2.24,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-9.5Ta,0.0,90.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1100,3,3.19,http://dx.doi.org/10.1179/mht.2000.17.2.009
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,800,3,0.23,https://doi.org/10.1007/BF01105677
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,900,3,0.59,https://doi.org/10.1007/BF01105677
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1000,3,3.37,https://doi.org/10.1007/BF01105677
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,800,3,0.13,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,900,3,0.42,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,1000,3,2.22,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,800,3,0.07,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,900,3,0.55,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,1000,3,2.65,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,800,3,0.05,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,900,3,0.13,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,1000,3,0.58,https://doi.org/10.1007/BF03027458
Ti-39.4Al-10V,39.4,0.0,0.0,0.0,0.0,0.0,0.0,50.6,10.0,0.0,0.0,1000,3,6.34,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,800,3,0.14,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,900,3,0.2,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,1000,3,0.44,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,800,3,0.04,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,900,3,0.33,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,1000,3,1.16,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,900,3,1.54,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,1000,3,5.41,https://doi.org/10.1007/BF03027458
Ti23Al,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,900,3,8.13,https://doi.org/10.1023/A:1018839511102
Ti-46Al-1Cr-0.2Si,46.0,1.0,0.0,0.0,0.0,0.2,0.0,52.8,0.0,0.0,0.0,700,3,0.02,https://doi.org/10.1023/A:1004534830767
Ti-46Al-1Cr-0.2Si,46.0,1.0,0.0,0.0,0.0,0.2,0.0,52.8,0.0,0.0,0.0,800,3,0.54,https://doi.org/10.1023/A:1004534830767
Ti-46Al-1Cr-0.2Si,46.0,1.0,0.0,0.0,0.0,0.2,0.0,52.8,0.0,0.0,0.0,900,3,3.13,https://doi.org/10.1023/A:1004534830767
Ti-6Al-4V,9.76,0.0,0.0,0.0,0.0,0.0,0.0,86.75,3.49,0.0,0.0,700,3,0.27,https://doi.org/10.1016/j.jallcom.2008.04.024
Ti-6Al-4V,9.76,0.0,0.0,0.0,0.0,0.0,0.0,86.75,3.49,0.0,0.0,750,3,0.94,https://doi.org/10.1016/j.jallcom.2008.04.024
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,750,3,0.09,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,820,3,0.24,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1100,3,0.52,https://doi.org/10.1016/j.scriptamat.2011.10.042
Mo-37Si-40Ti,0.0,0.0,0.0,23.0,0.0,37.0,0.0,40.0,0.0,0.0,0.0,1300,3,1.74,https://doi.org/10.1016/j.scriptamat.2011.10.042
CrMo0.5NbTa0.5TiZr,0.0,18.39,0.0,10.04,21.83,0.0,11.86,19.4,0.0,0.0,18.48,1000,3,20.66,https://doi.org/10.1007/s10853-012-6582-0
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,900,3,0.15,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,3,0.58,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1100,3,1.38,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,900,3,0.28,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,1000,3,0.87,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
AlCrMoNbTi-1Si,19.8,19.8,0.0,19.8,19.8,1.0,0.0,19.8,0.0,0.0,0.0,1100,3,1.19,http://dx.doi.org/10.1016/j.jallcom.2016.07.219
CrNbTiZr,0.0,24.6,0.0,0.0,26.7,0.0,0.0,23.9,0.0,0.0,24.8,1000,3,26.67,https://doi.org/10.1016/j.jallcom.2017.09.164
NbTiVZr,0.0,0.0,0.0,0.0,28.3,0.0,0.0,24.5,23.0,0.0,24.2,1000,3,109.82,https://doi.org/10.1016/j.jallcom.2017.09.164
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,3,0.38,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1100,3,1.11,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,3,0.29,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1100,3,1.02,https://doi.org/10.1007/s11085-016-9696-y
AlCrMoWTi,20.0,20.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,20.0,0.0,1000,3,3.49,https://doi.org/10.1007/s11085-016-9696-y
AlNb1.5Ta0.5Ti1.5Zr0.5,20.0,0.0,0.0,0.0,30.0,0.0,10.0,30.0,0.0,0.0,10.0,1000,3,8.44,https://doi.org/10.1016/j.jallcom.2019.02.128
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,3,1.08,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoNb,25.0,25.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1000,3,0.5,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoNbTi,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,1000,3,0.56,https://doi.org/10.1016/j.corsci.2019.108161
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,900,3,0.13,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,3,0.29,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1100,3,0.98,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,900,3,0.16,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,1000,3,0.37,http://dx.doi.org/10.1080/09603409.2017.1389115
AlCrMoTaTi-1Si,19.8,19.8,0.0,19.8,0.0,1.0,19.8,19.8,0.0,0.0,0.0,1100,3,1.5,http://dx.doi.org/10.1080/09603409.2017.1389115
Al20Cr25Nb20Ti20Zr15,20.0,25.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,0.0,15.0,800,3,6.18,https://doi.org/10.1007/s11665-019-04177-x
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,900,3,0.9,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-4,46.3,5.1,0.0,5.5,3.1,0.0,0.0,40.1,0.0,0.0,0.0,1000,3,2.54,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-5,48.6,7.2,0.0,7.2,4.8,0.0,0.0,32.2,0.0,0.0,0.0,900,3,1.13,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,900,3,1.19,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-3,46.0,3.0,0.0,2.0,0.5,0.0,0.0,48.5,0.0,0.0,0.0,1000,3,1.48,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-1,35.6,4.0,0.0,2.4,1.0,0.0,0.0,57.0,0.0,0.0,0.0,900,3,2.14,http://dx.doi.org/10.1016/j.intermet.2013.07.023
AlTiCrMoNb-2,37.7,3.5,0.0,1.5,0.5,0.0,0.0,56.8,0.0,0.0,0.0,900,3,2.91,http://dx.doi.org/10.1016/j.intermet.2013.07.023
Al5CrMoTaTi,5.0,23.75,0.0,23.75,0.0,0.0,23.75,23.75,0.0,0.0,0.0,1200,3,3.97,https://doi.org/10.1007/s11085-021-10046-7
Al10CrMoTaTi,10.0,22.5,0.0,22.5,0.0,0.0,22.5,22.5,0.0,0.0,0.0,1200,3,2.35,https://doi.org/10.1007/s11085-021-10046-7
Al15CrMoTaTi,15.0,21.25,0.0,21.25,0.0,0.0,21.25,21.25,0.0,0.0,0.0,1200,3,1.95,https://doi.org/10.1007/s11085-021-10046-7
Al20CrMoTaTi,20.0,20.0,0.0,20.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,1200,3,2.0,https://doi.org/10.1007/s11085-021-10046-7
NbMoWZr,0.0,0.0,0.0,2.0,92.0,0.0,0.0,0.0,0.0,5.0,1.0,800,3,41.06,https://doi.org/10.1016/j.corsci.2021.109513
Nb-18Si-5Cr-5Al-5Mo,4.5,4.8,0.0,5.2,67.8,17.7,0.0,0.0,0.0,0.0,0.0,800,3,2.22,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-5Mo,4.8,4.7,0.0,4.9,43.1,18.2,0.0,24.3,0.0,0.0,0.0,800,3,1.29,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,800,3,0.26,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo,4.8,5.2,0.0,2.0,45.1,17.5,0.0,25.4,0.0,0.0,0.0,1200,3,4.58,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,800,3,0.35,https://doi.org/10.1016/j.msea.2006.08.093
Nb-24Ti-18Si-5Cr-5Al-2Mo-5Hf,4.6,4.5,5.2,2.0,41.2,18.9,0.0,23.6,0.0,0.0,0.0,1200,3,5.23,https://doi.org/10.1016/j.msea.2006.08.093
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,600,3,1.21,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,700,3,3.43,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,800,3,5.45,https://doi.org/10.3390/ma11122526
AlNbTiVZr0.25,23.53,0.0,0.0,0.0,23.53,0.0,0.0,23.53,23.53,0.0,5.88,900,3,45.33,https://doi.org/10.3390/ma11122526
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,800,3,0.15,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1200,3,0.33,https://doi.org/10.3390/ma12162531
Al-25.5Nb-6Cr-0.5Hf,68.0,6.0,0.5,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,1300,3,2.24,https://doi.org/10.3390/ma12162531
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1000,3,0.18,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1100,3,0.22,https://doi.org/10.1038/s41598-019-43819-x
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1200,3,0.77,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1300,3,1.52,https://doi.org/10.1016/j.intermet.2020.106711
Al-Cr-Mo-Nb-Si-Ta-Ti,17.6,25.2,0.0,20.3,15.2,2.9,13.4,5.4,0.0,0.0,0.0,1400,3,3.14,https://doi.org/10.1016/j.intermet.2020.106711
Ti2ZrHf0.5VNb0.5,0.0,0.0,10.0,0.0,10.0,0.0,0.0,40.0,20.0,0.0,20.0,800,3,40.56,https://doi.org/10.1016/j.matchar.2021.111287
Ti2ZrHf0.5VNb0.5Al0.5,9.09,0.0,9.09,0.0,9.09,0.0,0.0,36.36,18.19,0.0,18.18,800,3,15.47,https://doi.org/10.1016/j.matchar.2021.111287
Ti2ZrHf0.5VNb0.5Al1,16.67,0.0,8.33,0.0,8.33,0.0,0.0,33.33,16.67,0.0,16.67,800,3,10.87,https://doi.org/10.1016/j.matchar.2021.111287
AlMo0.5NbTa0.5TiZr,18.92,0.0,0.0,10.29,20.16,0.0,11.32,19.33,0.0,0.0,19.98,800,3,1.26,https://doi.org/10.1016/j.vacuum.2022.111069
Nb31Ti26Zr26Al6V11,6.0,0.0,0.0,0.0,31.0,0.0,0.0,26.0,11.0,0.0,26.0,800,3,0.1,https://doi.org/10.1016/j.jallcom.2022.164180
Nb31Ti34Zr26Al6V3,6.0,0.0,0.0,0.0,31.0,0.0,0.0,34.0,3.0,0.0,26.0,800,3,0.13,https://doi.org/10.1016/j.jallcom.2022.164180
TaTiCr,0.0,32.6,0.0,0.0,0.0,0.0,30.6,36.8,0.0,0.0,0.0,1200,3,4.54,https://doi.org/10.1016/j.jallcom.2023.169000
Ta4TiCr3,0.0,37.9,0.0,0.0,0.0,0.0,49.9,12.2,0.0,0.0,0.0,1200,3,6.24,https://doi.org/10.1016/j.jallcom.2023.169000
Ta4Ti3Cr,0.0,11.9,0.0,0.0,0.0,0.0,50.9,37.2,0.0,0.0,0.0,1200,3,19.86,https://doi.org/10.1016/j.jallcom.2023.169000
Ta2TiCr,0.0,31.0,0.0,0.0,0.0,0.0,46.5,22.5,0.0,0.0,0.0,1200,3,39.15,https://doi.org/10.1016/j.jallcom.2023.169000
WTaNbTiAl,20.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,1000,3,3.09,https://doi.org/10.1016/j.corsci.2022.110377
AlNbTiZr,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,600,3,0.2,https://doi.org/10.1016/j.intermet.2018.05.015
AlNbTiZr,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,700,3,0.61,https://doi.org/10.1016/j.intermet.2018.05.015
AlNbTiZr,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,800,3,1.04,https://doi.org/10.1016/j.intermet.2018.05.015
AlNbTiZr,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,900,3,7.02,https://doi.org/10.1016/j.intermet.2018.05.015
AlNbTiZr,25.0,0.0,0.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,1000,3,13.69,https://doi.org/10.1016/j.intermet.2018.05.015
HfNbTiZr,0.0,0.0,25.0,0.0,25.0,0.0,0.0,25.0,0.0,0.0,25.0,600,3,5.87,https://doi.org/10.1016/j.intermet.2018.05.015
Al0.5NbTaTi,8.6,0.0,0.0,0.0,30.1,0.0,35.2,26.1,0.0,0.0,0.0,1000,3,8.34,Tom_ini
Al0.5CrMoNbTi,10.3,21.0,0.0,23.9,23.4,0.0,0.0,21.5,0.0,0.0,0.0,1000,3,0.498,Tom_ini
Al0.5CrMoNbTaTi,6.9,15.7,0.0,20.6,18.7,0.0,21.6,16.5,0.0,0.0,0.0,1000,3,0.733,Tom_ini
CrNbTaTiZr,0.0,21.2,0.0,0.0,19.1,0.0,19.3,19.3,0.0,0.0,21.0,1000,3,23.764,Tom_ini
CrNbTaTiZr-BCC,0.0,12.6,0.0,0.0,27.5,0.0,36.2,15.8,0.0,0.0,7.9,1000,3,19.249,Tom_ini
Al0.5CrNbTaTiZr,10.0,19.6,0.0,0.0,16.3,0.0,17.5,17.0,0.0,0.0,19.5,1000,3,7.511,Tom_ini
Al0.5CrNbTaTiZr-BCC,7.49,15.97,0.0,0.0,23.86,0.0,31.01,14.05,0.0,0.0,7.62,1000,3,10.069,Tom_ini
NbTaTi,0.0,0.0,0.0,0.0,33.1,0.0,36.2,30.7,0.0,0.0,0.0,1000,3,10.18,Tom_ini
Cr0.25NbTaTi,0.0,10.9,0.0,0.0,27.1,0.0,28.8,33.2,0.0,0.0,0.0,1000,3,10.238,Tom_ini
Nb-10.1Si,0.0,0.0,0.0,0.0,89.9,10.1,0.0,0.0,0.0,0.0,0.0,1000,4,170.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-17.3Si,0.0,0.0,0.0,0.0,82.7,17.3,0.0,0.0,0.0,0.0,0.0,1000,4,65.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-5Si-9Al,9.0,0.0,0.0,0.0,86.0,5.0,0.0,0.0,0.0,0.0,0.0,1000,4,275.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-7Si-9Al,9.0,0.0,0.0,0.0,84.0,7.0,0.0,0.0,0.0,0.0,0.0,1000,4,275.0,https://doi.org/10.1016/S1468-6996(02)00005-0
Nb-19Si-5Mo,0.0,0.0,0.0,5.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,800,4,24.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-19Si-5Mo,0.0,0.0,0.0,5.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,1000,4,106.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-19Si-5Mo,0.0,0.0,0.0,5.0,76.0,19.0,0.0,0.0,0.0,0.0,0.0,1150,4,32.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-18Si-26Mo,0.0,0.0,0.0,26.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0,800,4,22.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-18Si-26Mo,0.0,0.0,0.0,26.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0,1000,4,14.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-18Si-26Mo,0.0,0.0,0.0,26.0,56.0,18.0,0.0,0.0,0.0,0.0,0.0,1150,4,16.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-13Si-4Mo,0.0,0.0,0.0,4.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,800,4,4.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-13Si-4Mo,0.0,0.0,0.0,4.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,1000,4,170.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-13Si-4Mo,0.0,0.0,0.0,4.0,83.0,13.0,0.0,0.0,0.0,0.0,0.0,1150,4,25.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-12Si-15Mo,0.0,0.0,0.0,15.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,800,4,11.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-12Si-15Mo,0.0,0.0,0.0,15.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,1000,4,4.0,https://doi.org/10.1007/s11661-007-9398-9
Nb-12Si-15Mo,0.0,0.0,0.0,15.0,63.0,12.0,0.0,0.0,0.0,0.0,0.0,1150,4,16.0,https://doi.org/10.1007/s11661-007-9398-9
Cr-31Nb,0.0,69.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,4,2.39,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-18.5Nb,0.0,81.5,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,1100,4,5.05,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-31Ta,0.0,69.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,1100,4,2.47,http://dx.doi.org/10.1179/mht.2000.17.2.009
Cr-9.5Ta,0.0,90.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1100,4,3.54,http://dx.doi.org/10.1179/mht.2000.17.2.009
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,800,4,0.27,https://doi.org/10.1007/BF01105677
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,900,4,0.68,https://doi.org/10.1007/BF01105677
AlTi,50.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,1000,4,4.17,https://doi.org/10.1007/BF01105677
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,800,4,0.15,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,900,4,0.46,https://doi.org/10.1007/BF03027458
Ti-47Al,47.12,0.0,0.0,0.0,0.0,0.0,0.0,52.88,0.0,0.0,0.0,1000,4,2.68,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,800,4,0.08,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,900,4,0.63,https://doi.org/10.1007/BF03027458
Ti-51Al,50.56,0.0,0.0,0.0,0.0,0.0,0.0,49.44,0.0,0.0,0.0,1000,4,3.12,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,800,4,0.05,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,900,4,0.15,https://doi.org/10.1007/BF03027458
Ti-43Al2W0.1Si,43.0,0.0,0.0,0.0,0.0,0.1,0.0,54.9,0.0,2.0,0.0,1000,4,0.64,https://doi.org/10.1007/BF03027458
Ti-39.4Al-10V,39.4,0.0,0.0,0.0,0.0,0.0,0.0,50.6,10.0,0.0,0.0,1000,4,7.92,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,800,4,0.14,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,900,4,0.23,https://doi.org/10.1007/BF03027458
Ti-48.4Al-1.9W,48.4,0.0,0.0,0.0,0.0,0.0,0.0,49.7,0.0,1.9,0.0,1000,4,0.5,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,800,4,0.04,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,900,4,0.35,https://doi.org/10.1007/BF03027458
Ti-48Al-2Cr2Nb,48.11,2.02,0.0,0.0,2.0,0.0,0.0,47.87,0.0,0.0,0.0,1000,4,1.25,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,900,4,1.98,https://doi.org/10.1007/BF03027458
Ti-47Al-4Cr,47.32,3.57,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,1000,4,6.19,https://doi.org/10.1007/BF03027458
Ti23Al,23.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,900,4,9.58,https://doi.org/10.1023/A:1018839511102
